Datetime,PM2.5,PM10,NO2,CO,SO2,O3,AQI
2019-01-01 00:00:00,77.1,198.19,78.15,2.59,19.29,40.5,178
2019-01-01 01:00:00,92.64,231.38,93.62,2.99,19.99,46.34,174
2019-01-01 02:00:00,138.1,375.72,106.85,3.74,21.06,55.61,171
2019-01-01 03:00:00,143.28,394.84,107.31,4.29,22.94,56.63,170
2019-01-01 04:00:00,147.77,400.36,99.64,4.55,23.84,59.46,173
2019-01-01 05:00:00,145.9,402.93,89.52,4.56,23.84,56.9,181
2019-01-01 06:00:00,114.95,268.33,85.37,3.98,23.86,43.59,186
2019-01-01 07:00:00,89.95,224.23,83.35,3.56,23.08,39.65,187
2019-01-01 08:00:00,83.38,222.35,86.2,3.33,25.2,38.59,187
2019-01-01 09:00:00,79.28,242.05,71.94,3.15,31.76,38.02,186
2019-01-01 10:00:00,76.7,212.43,64.47,3,39.87,36.18,185
2019-01-01 11:00:00,60.87,211.13,75.09,2.75,25.33,33.95,182
2019-01-01 12:00:00,65.01,210.5,94.14,2.4,23.42,33.62,182
2019-01-01 13:00:00,55.86,166.51,84.47,2.16,20.97,29.71,183
2019-01-01 14:00:00,45.02,144.99,48.67,1.9,27.8,43.46,183
2019-01-01 15:00:00,69.1,176.25,35.09,1.79,18.42,49.93,184
2019-01-01 16:00:00,50.84,132.57,30.58,1.7,16.06,49.2,184
2019-01-01 17:00:00,48.25,151.27,27.09,1.64,15.27,49.05,184
2019-01-01 18:00:00,49.41,147.23,26.66,1.63,15.23,49.69,183
2019-01-01 19:00:00,51.25,141.69,28.88,1.66,14.65,47.19,181
2019-01-01 20:00:00,50.09,137.95,31.8,1.74,13.47,47.23,180
2019-01-01 21:00:00,53.34,158.63,36.08,1.89,13.03,47.42,180
2019-01-01 22:00:00,61.77,177.14,42.08,2.2,20.23,50.44,181
2019-01-01 23:00:00,64.92,195.62,59.63,2.71,26.48,44.59,181
2019-01-02 00:00:00,62.24,181.43,77.77,3.09,27.07,43.54,181
2019-01-02 01:00:00,62.81,192.58,89.49,3.56,28.09,44.22,180
2019-01-02 02:00:00,83.79,236.68,98.99,3.88,28.8,48.51,176
2019-01-02 03:00:00,101.64,283.54,104.67,4.23,29.82,49.44,173
2019-01-02 04:00:00,94.39,287.29,102.65,4.3,30.26,48.79,170
2019-01-02 05:00:00,93.58,275.04,94.77,4.29,30.39,48.69,166
2019-01-02 06:00:00,94.21,251.98,88.11,4.25,29.9,49.34,166
2019-01-02 07:00:00,104.67,280,89.68,4.53,30.92,52.94,167
2019-01-02 08:00:00,106.57,304.56,89.97,4.64,31.78,51.4,169
2019-01-02 09:00:00,96.63,271,80.17,4.58,41.55,50.11,170
2019-01-02 10:00:00,75.72,240.64,50.88,4.02,48.61,36.6,171
2019-01-02 11:00:00,64.1,215.32,66.68,3.59,36.48,33.53,171
2019-01-02 12:00:00,93.79,292.27,93.61,3.18,20.34,40.48,173
2019-01-02 13:00:00,58.49,185.45,82.52,2.54,18.4,41.74,174
2019-01-02 14:00:00,50.73,160.2,14.4,2.13,22.97,51.97,174
2019-01-02 15:00:00,60.75,182.58,20.51,1.97,15.82,59.68,175
2019-01-02 16:00:00,56.93,200.28,25.13,1.88,14.39,58.42,176
2019-01-02 17:00:00,48.21,163.97,22.29,1.77,20,67.62,177
2019-01-02 18:00:00,70.6,161.68,31.47,1.75,26.13,68.73,177
2019-01-02 19:00:00,78.4,157.98,35.64,1.82,22.86,56.77,178
2019-01-02 20:00:00,70.5,180.56,39.1,1.94,21.22,58.47,179
2019-01-02 21:00:00,84.19,228.96,43.63,2.19,22.35,67.93,181
2019-01-02 22:00:00,82.97,236.76,46.4,2.42,21.17,65.81,182
2019-01-02 23:00:00,133.99,398.15,48.35,2.86,21.47,84.36,188
2019-01-03 00:00:00,145.74,395.29,48.95,3.26,21.88,78.05,194
2019-01-03 01:00:00,142.39,392.86,66.67,4.02,22.7,74.33,200
2019-01-03 02:00:00,157.33,432.92,78.9,4.59,23.02,75.58,207
2019-01-03 03:00:00,154.23,442.72,80.97,5.22,23.34,77.71,214
2019-01-03 04:00:00,146.01,442.7,80.83,5.6,24.5,72.33,221
2019-01-03 05:00:00,142.81,385.25,74.02,5.7,22.5,78.43,225
2019-01-03 06:00:00,128.65,346.16,70.7,5.61,22.59,77.51,229
2019-01-03 07:00:00,116.94,338.57,68.75,5.48,21.6,80.4,232
2019-01-03 08:00:00,138.72,422.9,69.61,5.66,21.85,88.05,236
2019-01-03 09:00:00,120.4,418.88,68.17,5.27,24.25,73.23,243
2019-01-03 10:00:00,84.47,339.03,56.7,4.83,34.24,61.85,247
2019-01-03 11:00:00,77.55,301.33,57.57,4.19,37.18,57.51,250
2019-01-03 12:00:00,79.47,246.02,67.26,3.22,42.86,47.27,248
2019-01-03 13:00:00,73.98,207.61,72.15,2.69,35.71,50.71,249
2019-01-03 14:00:00,102.58,281.35,68.36,2.58,28.7,63.96,254
2019-01-03 15:00:00,109.02,216.19,50.12,2.36,22.88,70.12,256
2019-01-03 16:00:00,78.76,180.77,38.67,2.1,25.64,63.16,257
2019-01-03 17:00:00,59.19,115.97,33.16,1.84,24.43,60.8,258
2019-01-03 18:00:00,62.88,127.93,29.21,1.67,22.88,59.99,257
2019-01-03 19:00:00,54.97,112.55,32.54,1.69,21.75,55.07,254
2019-01-03 20:00:00,61.01,168.85,39.08,1.88,21.28,62.36,253
2019-01-03 21:00:00,80.2,255.73,46.45,2.34,21.81,68.47,252
2019-01-03 22:00:00,84.55,256.74,53.02,2.71,21.38,68.35,252
2019-01-03 23:00:00,88.36,269.91,57.19,3.11,21.67,75.71,246
2019-01-04 00:00:00,111.52,336.67,61.03,3.76,22.12,89.19,243
2019-01-04 01:00:00,118.18,363.36,64.77,4.42,22.61,85.02,242
2019-01-04 02:00:00,132.6,392.36,69.07,5.18,24.4,84.74,240
2019-01-04 03:00:00,130.67,388.5,71.26,5.68,25.11,85.54,238
2019-01-04 04:00:00,128.5,402.49,71.42,6.11,25.62,85.05,236
2019-01-04 05:00:00,128.6,415.95,72.19,6.27,26.11,86.98,238
2019-01-04 06:00:00,107.76,312.23,70.64,5.64,23.88,70.86,236
2019-01-04 07:00:00,76.68,214.35,69.19,4.84,20.54,63.96,231
2019-01-04 08:00:00,81.76,252.21,70.99,4.34,20.59,61.98,224
2019-01-04 09:00:00,73.91,273.59,59.77,4.06,28.94,60.21,218
2019-01-04 10:00:00,73.33,250.55,51.2,3.79,37.76,54.74,214
2019-01-04 11:00:00,63.55,251.22,57.47,3.51,39.65,53.88,212
2019-01-04 12:00:00,71.75,232.48,70.18,3.04,28.92,49.78,212
2019-01-04 13:00:00,58.39,195.51,78.59,2.48,19.73,47.9,211
2019-01-04 14:00:00,83.49,252.73,90.41,2.38,12.57,68.05,210
2019-01-04 15:00:00,84.04,221.48,56.87,2.22,9.38,77.01,210
2019-01-04 16:00:00,68.5,225.57,36.93,2.06,8.65,76.18,212
2019-01-04 17:00:00,58.75,163.96,30.8,1.86,10.36,88.72,214
2019-01-04 18:00:00,85.05,137.93,34.41,1.81,23.75,74.24,214
2019-01-04 19:00:00,64.88,140.58,36.14,1.79,24.78,60.25,216
2019-01-04 20:00:00,55.01,121.45,40.23,1.83,23.73,57.85,214
2019-01-04 21:00:00,52.4,101.44,42.54,1.88,24.7,57.35,207
2019-01-04 22:00:00,57.5,154.16,54.03,2.29,23.43,55.14,203
2019-01-04 23:00:00,63.75,214.15,73.78,2.78,24.72,57.07,201
2019-01-05 00:00:00,81.53,257.47,81.43,3.27,25.22,60.76,198
2019-01-05 01:00:00,88.89,253.92,78.48,3.63,25.25,65.91,195
2019-01-05 02:00:00,100.41,246.04,76.62,3.76,26.65,61.58,191
2019-01-05 03:00:00,86.23,226.91,80.18,3.63,25.09,62.58,187
2019-01-05 04:00:00,94.99,255.72,82.13,3.49,24.32,62.01,183
2019-01-05 05:00:00,81.61,238.97,82.78,3.35,22.42,59.96,178
2019-01-05 06:00:00,81.52,259.19,83.24,3.42,23.5,61.31,176
2019-01-05 07:00:00,83.5,272.04,83.91,3.51,23.16,62,178
2019-01-05 08:00:00,91.19,276.83,74.22,3.62,22.82,64.18,178
2019-01-05 09:00:00,92.7,277.79,65.72,3.63,26.38,61.92,179
2019-01-05 10:00:00,87.87,279.92,49.7,3.6,44.45,60.4,179
2019-01-05 11:00:00,78.89,298.74,101.87,3.31,25.8,52.65,181
2019-01-05 12:00:00,74.15,239.51,108.98,2.88,12.91,49.31,181
2019-01-05 13:00:00,64.98,201.98,109.49,2.44,14.14,54.77,181
2019-01-05 14:00:00,62.03,177.83,62.06,2.01,23.3,62.46,179
2019-01-05 15:00:00,47.6,120.08,45.24,1.75,16.64,60.87,176
2019-01-05 16:00:00,72.03,204.2,36.28,1.75,25.26,76.05,176
2019-01-05 17:00:00,82.91,158.02,28.6,1.77,32.86,75.61,175
2019-01-05 18:00:00,58.71,116.22,29.41,1.74,29.32,63.31,175
2019-01-05 19:00:00,46.18,125.18,30.92,1.74,27.45,62.36,174
2019-01-05 20:00:00,50.5,153.41,33.52,1.78,25.96,64.58,175
2019-01-05 21:00:00,61.32,145.16,32.41,1.85,25.17,64.49,176
2019-01-05 22:00:00,67.28,165.93,42.38,1.96,25.6,68.3,177
2019-01-05 23:00:00,85.08,244.65,50.48,2.36,24.57,76.1,178
2019-01-06 00:00:00,80.9,190.17,48.73,2.34,26.06,70.82,176
2019-01-06 01:00:00,75.32,194.84,54.06,2.54,24.17,69.83,174
2019-01-06 02:00:00,103.41,287.25,67.24,2.91,24.99,71.25,175
2019-01-06 03:00:00,112.06,333.09,72.63,3.31,25.05,70.24,178
2019-01-06 04:00:00,108.69,319.69,76.5,3.51,24.58,70.67,180
2019-01-06 05:00:00,105.69,319.22,81.39,3.69,25.32,67.05,182
2019-01-06 06:00:00,93.53,250.96,82.53,3.4,23.16,63.54,182
2019-01-06 07:00:00,99.44,288.48,84.16,3.39,23.32,67.31,182
2019-01-06 08:00:00,108.25,295.19,85.09,3.49,22.57,65.99,183
2019-01-06 09:00:00,102.46,293.15,81.75,3.54,23.64,65.53,183
2019-01-06 10:00:00,79.33,239.99,63,3.29,23.12,56.99,182
2019-01-06 11:00:00,73.34,236.86,55.48,3.07,24.09,53.82,181
2019-01-06 12:00:00,61.72,206.38,53.22,2.77,24.15,50.86,180
2019-01-06 18:00:00,26.88,109.43,29.37,1.54,18.14,53.83,188
2019-01-06 19:00:00,48.82,120.29,32.33,1.59,15.32,52.38,188
2019-01-06 20:00:00,53.52,148.4,35.91,1.72,16.1,52.57,187
2019-01-06 21:00:00,64.68,181.9,38.37,1.85,14.62,56.48,189
2019-01-06 22:00:00,68.28,199.4,44.89,2.1,15.45,58.04,190
2019-01-06 23:00:00,75.29,213.52,53.43,2.3,14.4,61.69,189
2019-01-07 00:00:00,76.74,221.21,52.26,2.37,14.26,59.84,190
2019-01-07 01:00:00,64.36,186.04,52.78,2.49,13.66,59.48,189
2019-01-07 02:00:00,75.38,201.3,57.43,2.46,13.59,53.53,186
2019-01-07 03:00:00,54.09,141.36,55.48,2.36,13.48,51.96,180
2019-01-07 04:00:00,57.68,162.99,62.96,2.38,14.21,49.48,174
2019-01-07 05:00:00,57.64,166.62,68.83,2.36,13.14,48.12,169
2019-01-07 06:00:00,57.84,143.93,68.75,2.32,13.49,48.53,165
2019-01-07 07:00:00,52.98,149.6,70.18,2.34,13,43.24,160
2019-01-07 08:00:00,48.42,155.32,74.31,2.46,13.86,43.27,155
2019-01-07 09:00:00,46.4,167.78,71.98,2.43,14.43,38.67,151
2019-01-07 10:00:00,41.57,177.41,56.76,2.43,22.58,34.65,149
2019-01-07 11:00:00,49.71,180.02,65.82,2.34,44.1,32.93,147
2019-01-07 12:00:00,59.51,191.07,134.03,2.24,35.33,32.55,146
2019-01-07 15:00:00,46.74,169.04,90.59,1.72,18.94,49,146
2019-01-07 16:00:00,47.58,157.46,51.22,1.6,17.79,52.29,146
2019-01-07 17:00:00,46.93,153.16,37.19,1.5,18.25,58.79,145
2019-01-07 18:00:00,38.99,102.99,31.82,1.51,30.94,53.95,145
2019-01-07 19:00:00,37.11,109.93,33.69,1.56,32.04,48.78,145
2019-01-07 20:00:00,34.8,96.7,36.16,1.62,31.21,48.07,143
2019-01-07 21:00:00,40.61,115.22,40.72,1.78,30.8,49.86,141
2019-01-07 22:00:00,54.53,190.57,50.08,2.43,33.77,57.54,141
2019-01-07 23:00:00,71.64,269.74,60.84,3.27,37.16,60.23,143
2019-01-08 00:00:00,87.28,319.05,67.54,4.26,40.45,66.16,146
2019-01-08 01:00:00,107.63,354.39,67.83,5.04,44.65,70.59,151
2019-01-08 02:00:00,110.85,341.48,69.15,5.46,45.4,64.88,155
2019-01-08 03:00:00,85.25,241.2,67.66,4.99,42.19,52.39,158
2019-01-08 04:00:00,73.37,173.63,66.95,4.24,38.09,45.49,158
2019-01-08 05:00:00,49.95,126.07,66.94,3.56,37.43,37.88,157
2019-01-08 06:00:00,40.54,101.17,64.13,3.09,39.49,35.69,156
2019-01-08 07:00:00,39.34,109.87,63.13,2.83,39,34.81,155
2019-01-08 08:00:00,42.3,136.6,63.66,2.76,43.75,34,154
2019-01-08 09:00:00,48.08,171.4,53.38,2.67,59.15,32.24,154
2019-01-08 10:00:00,56.08,206.84,48.5,2.66,62.22,32.66,155
2019-01-08 11:00:00,64.36,215.68,59.17,2.56,32.58,30.04,156
2019-01-08 12:00:00,65.7,240.85,128.88,2.31,29.21,32.95,158
2019-01-08 13:00:00,59.41,185.78,105.53,1.9,22.68,67.06,158
2019-01-08 14:00:00,57.7,162.5,63.23,1.79,19.6,106.44,157
2019-01-08 15:00:00,53.91,159.55,37.24,1.68,17.91,136.53,157
2019-01-08 16:00:00,49.94,180.32,45.66,1.64,16.01,98.03,157
2019-01-08 17:00:00,46.23,133.81,22.61,1.48,17.8,118.87,157
2019-01-08 18:00:00,42.19,102.53,23.74,1.55,21.44,118.57,157
2019-01-08 19:00:00,37.45,104.5,30.7,1.66,21.06,100.16,157
2019-01-08 20:00:00,40.95,129.49,33.81,1.75,21.29,95.02,158
2019-01-08 21:00:00,38.48,127.99,33.83,1.85,20.16,82.77,158
2019-01-08 22:00:00,39.59,112.57,40.16,2.03,20.98,68.9,156
2019-01-08 23:00:00,42.04,116.78,44.03,2.2,21.45,61.7,152
2019-01-09 00:00:00,54.26,195.47,51.43,3.05,27.41,59,148
2019-01-09 01:00:00,41.83,183.26,51.53,2.48,25,56.64,143
2019-01-09 02:00:00,64.78,163.85,58.28,2.76,26.29,55.65,138
2019-01-09 03:00:00,63.43,158.8,54.82,2.54,23.95,54.09,136
2019-01-09 04:00:00,66.05,173.56,58.92,2.8,26.15,54.36,136
2019-01-09 05:00:00,67.23,187.31,54.36,2.81,27.39,55.99,138
2019-01-09 06:00:00,69.35,181.08,57.44,2.98,29.91,57.91,140
2019-01-09 07:00:00,79.31,247.15,57.47,3.46,34.03,59.63,144
2019-01-09 08:00:00,88.14,310.78,46.02,4.03,39.38,68.07,149
2019-01-09 09:00:00,100.39,275.6,45.92,3.88,39.03,68.37,152
2019-01-09 10:00:00,84.7,225.91,60.32,3.1,36.93,53.51,152
2019-01-09 11:00:00,74.25,231.65,120.83,2.62,23.26,53.32,153
2019-01-09 12:00:00,85.58,234.94,103.67,2.08,16.8,73.54,152
2019-01-09 13:00:00,75.98,167.99,55.39,1.83,15.02,90.14,152
2019-01-09 14:00:00,60.63,171.58,39.31,1.79,13.98,110.19,152
2019-01-09 15:00:00,63.43,184.8,18.75,1.62,12.87,128.84,153
2019-01-09 16:00:00,60.67,169.27,21.43,1.62,11.47,135.01,153
2019-01-09 17:00:00,61.08,165.11,22.05,1.59,12.71,136.95,154
2019-01-09 18:00:00,61.45,121.41,22.23,1.66,16.72,128.19,154
2019-01-09 19:00:00,64.79,137.51,26.11,1.75,16.4,135.9,155
2019-01-09 20:00:00,63.27,180.16,28.24,1.93,15.02,125.01,156
2019-01-09 21:00:00,78.95,214.73,31.73,2.08,12.79,111.68,159
2019-01-09 22:00:00,90.49,228.24,36.12,2.33,10.73,94.05,162
2019-01-09 23:00:00,100.22,287.18,43.74,2.88,8.86,78.48,167
2019-01-10 00:00:00,108.62,290.42,46.55,3.07,8.11,76.4,169
2019-01-10 01:00:00,126.98,310.96,44.29,3.72,6.62,89.45,173
2019-01-10 02:00:00,138.82,360.96,41.8,4.46,10.73,85.59,178
2019-01-10 03:00:00,137.73,350.94,38.02,4.33,10.45,80.61,184
2019-01-10 04:00:00,123.55,314.72,38.52,4.37,11.61,80.01,188
2019-01-10 05:00:00,117.64,356.93,35.3,4.17,11.1,78.02,194
2019-01-10 06:00:00,117.15,373.08,31.06,4.42,14.47,80.42,201
2019-01-10 07:00:00,118.71,393.58,32.66,4.16,13.43,82.46,206
2019-01-10 08:00:00,112.67,324.97,37.3,3.67,12.7,74.31,209
2019-01-10 09:00:00,80.97,276.57,43.82,3.45,12.77,60.71,207
2019-01-10 10:00:00,65.36,307.36,49.57,3.24,12.12,56.01,206
2019-01-10 11:00:00,58.77,232.24,55.87,3.09,33.3,51.41,206
2019-01-10 12:00:00,58.74,224.94,115.24,2.7,30.3,50.18,206
2019-01-10 13:00:00,82.53,253.04,126.74,2.43,20.96,58.78,210
2019-01-10 14:00:00,61.99,183.37,84.37,2.09,19.29,64.07,210
2019-01-10 15:00:00,50.64,135.35,51.55,1.87,18.9,65.27,208
2019-01-10 16:00:00,37.79,139.97,46.53,1.73,19.14,70.31,207
2019-01-10 17:00:00,39.38,117.94,37.43,1.61,22.33,68.48,205
2019-01-10 18:00:00,36.62,99.12,33.25,1.64,29.33,71.71,204
2019-01-10 19:00:00,62.96,123.15,35.3,1.71,26.96,60.95,203
2019-01-10 20:00:00,52.13,131.71,39.98,1.81,26.79,59.14,201
2019-01-10 21:00:00,64.84,178.09,45.63,2.05,26.06,60.71,200
2019-01-10 22:00:00,67.58,213.68,48.58,2.61,26.47,68.97,199
2019-01-10 23:00:00,101.63,322.45,57.04,3.93,28.81,79.06,201
2019-01-11 00:00:00,120.49,391.58,61.42,4.47,29.32,77.73,205
2019-01-11 01:00:00,104.22,337.25,59.8,4.64,29.89,71.72,206
2019-01-11 02:00:00,112.82,333.83,57.41,5.01,31.28,74.46,205
2019-01-11 03:00:00,120.71,360.58,52.39,5.45,32.14,82.11,205
2019-01-11 04:00:00,121.56,365.9,53.12,5.29,33.85,75.18,207
2019-01-11 05:00:00,103.61,305.85,51.92,4.86,31.29,71.55,205
2019-01-11 06:00:00,90.91,315.26,53.82,4.6,31.51,68.3,203
2019-01-11 07:00:00,98.03,317.3,50.94,4.63,31.88,70.83,200
2019-01-11 08:00:00,93.97,316.93,51.03,4.73,32.5,72.68,200
2019-01-11 09:00:00,106.55,333.87,45.5,4.7,33.13,77.69,202
2019-01-11 10:00:00,113.19,344.9,52.47,4.41,38.62,68.93,203
2019-01-11 11:00:00,104.19,265.25,53.58,3.93,35.4,60.96,205
2019-01-11 12:00:00,76.75,190.19,56.76,2.97,33.76,56.46,203
2019-01-11 13:00:00,71.61,127.47,51.78,2.33,34.44,56.9,199
2019-01-11 14:00:00,52.64,113.55,40.61,1.91,34.06,62.89,197
2019-01-11 15:00:00,78.92,134.37,36.29,1.78,32.55,68.68,197
2019-01-11 16:00:00,62.17,129.19,35.79,1.71,28,72.28,196
2019-01-11 17:00:00,44.31,117.36,40.26,1.57,27.87,66.62,196
2019-01-11 18:00:00,58.48,124.71,28.93,1.58,34.08,72.81,197
2019-01-11 19:00:00,52.75,95.56,35.09,1.6,34.09,71.38,196
2019-01-11 20:00:00,61.1,178.24,37.81,1.71,36.09,82.6,198
2019-01-11 21:00:00,70.39,190.57,38.28,1.78,33.6,77.06,198
2019-01-11 22:00:00,67.06,179.43,40.92,1.9,32.17,74.31,197
2019-01-11 23:00:00,65.81,191.74,43.68,2.09,32.5,77.19,193
2019-01-12 00:00:00,75.08,214.98,45.89,2.38,32.7,78.72,188
2019-01-12 01:00:00,84.87,263.07,50.35,2.67,34.47,82.95,186
2019-01-12 02:00:00,102.43,281.58,52.61,2.96,34.66,80.45,185
2019-01-12 03:00:00,103.38,307.65,57.54,3.21,36.12,79.55,183
2019-01-12 04:00:00,106.09,342.33,54.37,3.62,37.25,82.5,183
2019-01-12 05:00:00,109.92,347.42,49.72,3.85,38.15,84.57,184
2019-01-12 06:00:00,109.67,359.44,40.65,4.21,39.61,85.72,185
2019-01-12 07:00:00,115.06,354.34,40.77,4.38,39.51,89.34,186
2019-01-12 08:00:00,115.16,359.61,39.97,4.51,40.59,87.75,187
2019-01-12 09:00:00,110.01,358.62,38.63,4.37,37.99,83.51,188
2019-01-12 10:00:00,74.18,256.02,34.4,3.94,48.44,72.45,186
2019-01-12 11:00:00,69.17,247.25,56.09,3.42,44.67,65.45,185
2019-01-12 12:00:00,71.45,244.68,103.86,2.68,34.94,66.68,187
2019-01-12 13:00:00,72.3,210.27,93.38,2.19,26.64,71.55,189
2019-01-12 15:00:00,49.65,132.64,33.18,1.73,36.68,89.87,190
2019-01-12 16:00:00,67.09,138.07,34.69,1.57,35.09,79,190
2019-01-12 17:00:00,31.34,98.16,34.26,1.51,31.66,73.52,190
2019-01-12 18:00:00,28.21,92.37,34.61,1.49,30.01,73.69,189
2019-01-12 19:00:00,24.13,103.45,35.7,1.53,29.17,73.68,189
2019-01-12 20:00:00,36.63,126.5,39.99,1.62,30.37,76.69,188
2019-01-12 21:00:00,65.03,184.56,43.28,1.75,29.34,75.62,187
2019-01-12 22:00:00,70.33,210.65,46.93,2.04,27.78,77.06,188
2019-01-12 23:00:00,100.83,320.02,51.66,2.71,27.95,86.58,192
2019-01-13 00:00:00,118.25,387.42,55.04,3.68,29.62,92.62,197
2019-01-13 01:00:00,127.41,425.01,57.08,4.33,30.32,93.57,202
2019-01-13 02:00:00,133.59,418.57,55.24,5.06,31.92,94.66,208
2019-01-13 03:00:00,140.17,412.31,53.4,5.38,32.86,94.69,212
2019-01-13 04:00:00,133.44,413.76,45.82,5.36,33.6,90.03,215
2019-01-13 05:00:00,110.81,342.34,43.53,4.94,32.53,80.66,215
2019-01-13 06:00:00,72.8,207.71,41.62,4.28,31.58,70.45,208
2019-01-13 07:00:00,64.51,197.77,41.87,3.88,30.29,68.77,202
2019-01-13 08:00:00,68.56,233.34,41.34,3.73,29.55,73.05,198
2019-01-13 09:00:00,69.3,236.34,39.67,3.63,34.72,72.52,194
2019-01-13 10:00:00,74.63,259.7,32.69,3.41,47.66,71.69,194
2019-01-13 11:00:00,73.15,237.72,32.43,3.17,42.4,63.11,194
2019-01-13 12:00:00,52.84,192.14,32.27,2.81,30.46,62.05,193
2019-01-13 13:00:00,40.03,136.64,31.81,2.42,28.09,59.85,191
2019-01-13 14:00:00,37.06,115.26,31.24,2.1,29.38,63.03,190
2019-01-13 15:00:00,39.05,125.6,27.11,1.88,30.34,71.35,189
2019-01-13 16:00:00,44.49,131.16,24.16,1.74,27.85,76.36,189
2019-01-13 17:00:00,37.88,110.76,23.25,1.66,27.71,76.37,189
2019-01-13 18:00:00,45.26,112.21,22.79,1.66,27.19,81.14,190
2019-01-13 19:00:00,53.68,180.68,22.99,1.72,27.84,84.3,192
2019-01-13 20:00:00,61.72,181.85,22.52,1.76,26.92,79.59,194
2019-01-13 21:00:00,65.21,161.69,22.8,1.84,25.79,74.36,193
2019-01-13 22:00:00,75.9,199.99,24.29,2.05,25.92,72.1,193
2019-01-13 23:00:00,79.28,242.83,25.05,2.25,25.87,73.05,191
2019-01-14 00:00:00,81.51,199.78,24.69,2.37,24.45,72.88,185
2019-01-14 01:00:00,89.71,220.31,25.04,2.54,25.25,70.5,180
2019-01-14 02:00:00,79.71,224.59,25.31,2.68,25.48,71.34,174
2019-01-14 03:00:00,78.03,201.28,24.58,2.67,24.46,68.45,168
2019-01-14 04:00:00,74.8,188.77,23.92,2.74,25.22,70.44,162
2019-01-14 05:00:00,72.82,188.19,23.77,2.73,25.59,69.09,158
2019-01-14 06:00:00,77.42,212.41,22.66,2.72,25.66,72.08,158
2019-01-14 07:00:00,84.53,232.88,21.9,2.83,25.5,75.3,159
2019-01-14 08:00:00,89.21,237.03,21.59,2.93,25.91,72.41,159
2019-01-14 09:00:00,80.16,248.69,20.67,3.03,34.29,71.52,160
2019-01-14 10:00:00,55.05,175.49,20.55,2.88,39.53,61.02,157
2019-01-14 11:00:00,50.86,194.32,92.94,2.7,31.1,67.08,156
2019-01-14 12:00:00,62.85,195.16,137.5,2.38,33.02,60.22,156
2019-01-14 13:00:00,68.84,222.74,129.12,2.32,31.56,59.84,158
2019-01-14 14:00:00,59.05,206.13,103.95,2.08,18.63,70.38,161
2019-01-14 15:00:00,59.44,167.09,54.98,1.84,16.42,74.56,162
2019-01-14 16:00:00,48.74,159.26,39.15,1.73,15.69,77.81,163
2019-01-14 17:00:00,44.79,145.71,33.91,1.69,19.15,79.02,164
2019-01-14 18:00:00,52.74,125.95,31.08,1.71,25.62,82.31,164
2019-01-14 19:00:00,62.59,140.65,32.28,1.8,25.23,81.75,163
2019-01-14 20:00:00,55.03,149.93,32.67,1.85,23.99,73.74,162
2019-01-14 21:00:00,55.37,150.82,34.06,1.9,24.41,71.28,162
2019-01-14 22:00:00,47.37,173.79,37.41,2.07,23.67,73.41,161
2019-01-14 23:00:00,61.03,230.29,43.12,2.71,24.25,83.47,161
2019-01-15 00:00:00,79.2,280.5,48.41,3.13,24.33,83.15,163
2019-01-15 01:00:00,92.75,271.49,51.67,3.69,25.6,91.66,165
2019-01-15 02:00:00,118.41,329.55,51.09,4.01,26.11,96.06,167
2019-01-15 03:00:00,111.92,299.73,51.8,4.14,26.74,90.26,170
2019-01-15 04:00:00,67.92,121.83,38.28,3.43,32.95,68.1,168
2019-01-15 05:00:00,52.44,106.04,35.04,3,34.36,63.6,166
2019-01-15 06:00:00,50.01,132.23,35.7,2.72,35.94,61.77,164
2019-01-15 07:00:00,53.28,143.66,35.62,2.58,38.05,61.65,161
2019-01-15 08:00:00,59.88,143.5,34.97,2.54,44.32,62.16,159
2019-01-15 09:00:00,66.54,219.14,36.3,2.58,46.05,62.9,158
2019-01-15 10:00:00,64.42,201.41,49.66,2.62,41.17,61.8,159
2019-01-15 11:00:00,73.59,219.8,99.95,2.67,34.05,63.65,159
2019-01-15 12:00:00,82.19,224.94,115.12,2.54,34.06,63.52,160
2019-01-15 13:00:00,79.67,210.2,121.1,2.36,32.92,66.3,160
2019-01-15 14:00:00,79.72,207.28,91.97,2.08,20.2,74.51,160
2019-01-15 15:00:00,70.2,191.8,42.55,1.8,12.52,76.71,161
2019-01-15 16:00:00,60.19,172.52,33.46,1.71,11.31,74.17,161
2019-01-15 17:00:00,47.8,146.1,28.61,1.64,13.86,79.09,161
2019-01-15 18:00:00,58,126.76,28.93,1.67,25.97,77.78,161
2019-01-15 19:00:00,56.47,141.78,31.28,1.71,26.16,75.73,161
2019-01-15 20:00:00,49.17,131.88,34.49,1.81,26.16,73.75,160
2019-01-15 21:00:00,53.76,159.86,37.93,1.91,26.13,72.89,161
2019-01-15 22:00:00,51.39,158.33,41.8,2.14,26.24,69.18,160
2019-01-15 23:00:00,55.38,192.93,48,2.27,25.48,70.08,159
2019-01-16 00:00:00,69.24,214.81,53.98,2.58,24.73,73.22,157
2019-01-16 01:00:00,91.74,237.08,58.77,2.85,24.67,74.53,156
2019-01-16 02:00:00,88.5,242.28,66.68,3.22,26.11,78.86,154
2019-01-16 03:00:00,99,278.02,62.15,3.49,27.06,84.91,153
2019-01-16 04:00:00,92.19,258.94,53.37,3.46,27.12,80.4,157
2019-01-16 05:00:00,84.7,226.77,51.32,3.26,26.25,74.52,161
2019-01-16 06:00:00,67.07,165.46,51.8,2.98,25.84,69.57,162
